niyusha,17,20,6,14.5,15,13.75,16.75,13,20,12.75,19.5,13,16
sisily,12,20,9,14.5,17,13.75,16.75,13,20,12.75,19.5,13,16		
elisa,18,20,8,15.5,18.5,13.75,16.75,13,20,12.75,19.5,13,16
Melika,16,20,8,15.5,16,13.75,16.75,13,20,12.75,19.5,13,16
Rojan,16.5,20,5,15,15,13.75,16.75,13,20,12.75,19.5,13,16		
Aida,15,20,7,15.5,14,13.75,16.75,13,20,12.75,19.5,13,16
Hasti,18,20,8,10.5,17,13.75,16.75,13,20,12.75,19.5,13,16
Nikki,20,20,9,10.5,17,13.75,16.75,13,20,12.75,19.5,13,16
saye,14,20,6,18.5,18,13.75,16,13,20,12.75,19.5,13,16	
becka,12.5,20,5,14,18,13.75,16,13,20,12.75,19.5,13,16	
maria,10.5,20,4,15,14,19.5,16,13,20,12.75,19.5,13,16	
Parnia,19.5,20,7,1.5,12,19.5,16,13,20,12.75,19.5,13,16		
Fatima,20,20,7,12.5,12,19.5,16,13,20,12.75,19.5,13,16	
najme,19,20,8,11.5,10,19.5,16,13,20,12.75,19.5,13,16		
Sahar,17,20,9,11.5,20,19.5,16,13,20,12.75,19.5,13,16		
assal,14,20,5,14.75,20,19.5,16,13,20,12.75,19.5,13,16
Mahsa,14,20,4,15.5,20,19.5,16,13,20,12.75,19.5,13,16	
Noora,14,20,2,15.5,20,19.5,16,13,20,12.75,19.5,13,16		
soha,19.5,20,3,15,20,19.5,16,13,20,12.75,19.5,13,16	
emira,14.5,20,2,17.5,20,19.5,16,13,20,12.75,19.5,13,16		
romi,17.5,20,1,15.5,20,19.5,16,13,20,12.75,19.5,13,16	
ana,14.5,20,1,17.75,20,19.5,16,13,20,12.75,19.5,13,16	
Jessica,10,20,1,10.5,15,19.5,16,13,20,12.75,19.5,13,16	
Nikoo,11.5,20,1,17,13,19.5,16,13,20,12.75,19.5,13,16	
Sepideh,5.75,20,17,2,13,19.5,16,13,20,12.75,19.5,13,16
boshra,9.5,20,14.5,2,15,19.5,16,13,20,12.75,19.5,13,16
Mariyeh,10,20,15,2.5,15,19.5,16,18.5,17,12.75,19.5,13,16	
Pegah,14,20,20,2.5,13,19.5,16,18.5,20,12.75,19.5,13,16
feryal,5,20,1,19,15,19.5,16,18.5,20,12.75,19.5,13,16
nasrin,18,20,19,18,14,19.5,16,18.5,20,12.75,19.5,13,16		
sajedeh,15,20,1,12,17,19.5,16,18.5,20,12.75,19.5,13,16	
atousa,14,19,1,14,18,19.5,16,18.5,20,12.75,19.5,13,16		
Maki,20,20,19,14,19,19.5,16,18.5,20,12.75,19.5,13,16
nooshin,15,20,20,4,19,19.5,16,18.5,20,12.75,19.5,13,16
somaye,14,20,1,14,19,19.5,16,18.5,20,12.75,19.5,13,16	
faeze,17,20,20,14,15,19.5,16,18.5,20,12.75,19.5,13,16
mino,3,20,1,12,14,19.5,16,18.5,20,12.75,19.513,1613,16
Roya,12,10,1,15,14,19.5,16,18.5,20,12.75,19.5,13,16
